EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,EngPoints,EngSE,EngN,EngExc,EngMiss,ReadPoints,ReadSE,ReadN,ReadExc,ReadMiss,MathPoints,MathSE,MathN,MathExc,MathMiss
4,I,50,5038,975279316,Hele landet,Trøndelag - Trööndelage,Verdal,Vinne skole,51,3.2,27,,,50,3.5,28,,,55,3.1,27,0,6.9
4,I,50,5038,974036606,Hele landet,Trøndelag - Trööndelage,Verdal,Vuku barne- og ungdomsskole,,,,0,0,,,,0,0,,,,0,11.1
4,I,50,5038,975294633,Hele landet,Trøndelag - Trööndelage,Verdal,Ørmelen skole,49,3.2,34,0,15,48,2.9,34,0,15,47,2.6,35,0,12.5
3,I,50,5057,5057,Hele landet,Trøndelag - Trööndelage,Ørland,Ørland,48,1.7,120,14.3,,50,1.7,121,13.6,,49,1.8,122,12.1,0.7
4,I,50,5057,975282554,Hele landet,Trøndelag - Trööndelage,Ørland,Botngård barneskole,50,2.7,46,14.8,,53,2.8,46,14.8,,51,3.2,49,9.3,
4,I,50,5057,974620472,Hele landet,Trøndelag - Trööndelage,Ørland,Brekstad barneskole,,,,17.6,,,,,14.7,,,,,,
4,I,50,5057,917672938,Hele landet,Trøndelag - Trööndelage,Ørland,Fagerenget montessoriskole SA,,,,0,,,,,0,,,,,,
4,I,50,5057,975282422,Hele landet,Trøndelag - Trööndelage,Ørland,Opphaug skole,47,2.4,34,15,0,49,3.2,34,15,0,49,3.1,34,15,0
4,I,50,5057,975282538,Hele landet,Trøndelag - Trööndelage,Ørland,Vallersund oppvekstsenter,,,,0,,,,,0,,,,,0,
3,I,50,5058,5058,Hele landet,Trøndelag - Trööndelage,Åfjord,Åfjord,47,3.9,34,,,46,2.9,34,,,46,3,33,,
4,I,50,5058,975282589,Hele landet,Trøndelag - Trööndelage,Åfjord,Brandsfjord barne- og ungdomsskole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5058,974620855,Hele landet,Trøndelag - Trööndelage,Åfjord,Stokksund grunnskole og Sfo,,,,,,,,,,,,,,,
4,I,50,5058,974577585,Hele landet,Trøndelag - Trööndelage,Åfjord,Sør-Roan skole,,,,0,0,,,,0,0,,,,0,0
4,I,50,5058,974620847,Hele landet,Trøndelag - Trööndelage,Åfjord,Åset skole,49,5.8,19,,,48,3.8,19,,,48,4.2,19,,
2,I,38,,38,Hele landet,Vestfold og Telemark,Alle kommuner,Vestfold og Telemark,50,0.3,4 484,6.6,1.2,50,0.3,4 483,6.7,1,50,0.3,4 543,5.5,1
3,I,38,3813,3813,Hele landet,Vestfold og Telemark,Bamble,Bamble,50,1.4,164,5,3.4,49,1.3,163,5.6,3.4,51,1.5,160,5,5.6
4,I,38,3813,875278282,Hele landet,Vestfold og Telemark,Bamble,Herre skole,49,5.1,19,,,50,3.2,19,,,49,2.9,19,,
4,I,38,3813,975278271,Hele landet,Vestfold og Telemark,Bamble,Langesund barneskole,48,2.4,40,0,11.1,46,2.7,40,0,11.1,47,2.9,36,0,20
4,I,38,3813,975278301,Hele landet,Vestfold og Telemark,Bamble,Rugtvedt skole,52,2.6,46,,,53,2.1,45,,,57,2,46,,
4,I,38,3813,975278298,Hele landet,Vestfold og Telemark,Bamble,Rønholt skole,46,4.5,16,0,,46,4.6,16,0,,41,4.3,16,0,
4,I,38,3813,875278312,Hele landet,Vestfold og Telemark,Bamble,Stathelle barneskole,51,2.8,43,14,,49,2.8,43,14,,50,3,43,14,
3,I,38,3815,3815,Hele landet,Vestfold og Telemark,Drangedal,Drangedal,49,2.7,49,16.7,1.7,51,2.2,52,13.3,,51,2,50,16.7,
4,I,38,3815,994480227,Hele landet,Vestfold og Telemark,Drangedal,Drangedal 10-Årige skole,50,3.6,30,,,50,3,31,,,50,2.7,30,,
4,I,38,3815,975278476,Hele landet,Vestfold og Telemark,Drangedal,Kroken skole,,,,,,,,,,,,,,,
4,I,38,3815,975278468,Hele landet,Vestfold og Telemark,Drangedal,Tørdal skule,,,,0,12.5,,,,0,,,,,0,
3,I,38,3823,3823,Hele landet,Vestfold og Telemark,Fyresdal,Fyresdal,42,4.9,14,,,48,5,14,,,45,4.7,14,,
4,I,38,3823,975278727,Hele landet,Vestfold og Telemark,Fyresdal,Gimle skule,42,4.9,14,,,48,5,14,,,45,4.7,14,,
3,I,38,3811,3811,Hele landet,Vestfold og Telemark,Færder,Færder,50,1.1,305,9,2,50,1,310,8.2,1.5,49,1,315,7.6,0.6
4,I,38,3811,875271342,Hele landet,Vestfold og Telemark,Færder,Brattås skole,52,3.6,25,,,50,3.8,27,,,48,3.1,27,,
4,I,38,3811,975271285,Hele landet,Vestfold og Telemark,Færder,Føynland skole,50,3.2,39,,,51,3,42,,,49,3,41,,
4,I,38,3811,926381520,Hele landet,Vestfold og Telemark,Færder,Labakken skole,46,2.5,54,16.4,3,47,2.1,55,14.9,3,48,2.2,57,14.9,
4,I,38,3811,974607549,Hele landet,Vestfold og Telemark,Færder,Lindhøy skole,47,3.4,36,0,5.3,49,2.9,36,0,5.3,47,3.2,37,0,2.6
4,I,38,3811,987110953,Hele landet,Vestfold og Telemark,Færder,Oserød skole,54,2.4,56,,,52,2.7,56,,,49,2.4,56,,
4,I,38,3811,973141791,Hele landet,Vestfold og Telemark,Færder,Steinerskolen i Vestfold,46,2.4,21,,,49,3.7,20,,,42,3.6,22,,
4,I,38,3811,975271277,Hele landet,Vestfold og Telemark,Færder,Teie skole,50,2.4,60,10.4,,49,2.2,61,9,,52,2.2,61,9,
4,I,38,3811,975271323,Hele landet,Vestfold og Telemark,Færder,Torød skole,50,3.7,14,,,53,5.2,13,,,54,2.9,14,,
3,I,38,3819,3819,Hele landet,Vestfold og Telemark,Hjartdal,Hjartdal,45,4.8,14,,,51,4.4,14,,,46,4,18,,
4,I,38,3819,920330576,Hele landet,Vestfold og Telemark,Hjartdal,Hjartdal Montessoriskule,,,,,,,,,,,,,,,
4,I,38,3819,975289958,Hele landet,Vestfold og Telemark,Hjartdal,Sauland skule,,,,,,,,,,,,,,,
4,I,38,3819,920292348,Hele landet,Vestfold og Telemark,Hjartdal,Stiftinga Tuddal montessoriskule,,,,0,,,,,0,0,,,,0,0
3,I,38,3802,3802,Hele landet,Vestfold og Telemark,Holmestrand,Holmestrand,51,1.2,249,5.9,1.5,50,1.1,247,5.2,3,49,1.2,249,4.1,3.3
4,I,38,3802,975289656,Hele landet,Vestfold og Telemark,Holmestrand,Botne skole,48,2.8,48,,,48,2.6,49,,,46,3,50,,
4,I,38,3802,975268667,Hele landet,Vestfold og Telemark,Holmestrand,Ekeberg skole,54,2.6,53,,,49,2.2,51,,,49,2.7,50,,
4,I,38,3802,975268756,Hele landet,Vestfold og Telemark,Holmestrand,Galleberg skole,,,,,,,,,,,,,,,
4,I,38,3802,974560976,Hele landet,Vestfold og Telemark,Holmestrand,Haga skole,51,2.8,40,,,51,2.8,40,,,53,2.4,40,,
4,I,38,3802,975268799,Hele landet,Vestfold og Telemark,Holmestrand,Hof skole,50,3.8,34,,,52,3.1,35,,,51,2.9,35,,
4,I,38,3802,887232482,Hele landet,Vestfold og Telemark,Holmestrand,Holmestrand Internasjonale montessoriskole,,,,,,,,,,,,,,,10
4,I,38,3802,975268764,Hele landet,Vestfold og Telemark,Holmestrand,Kjeldås skole,,,,,,53,3.7,17,,,56,3.5,18,,
4,I,38,3802,975315320,Hele landet,Vestfold og Telemark,Holmestrand,Kleiverud skole,51,4,18,0,0,,,,0,5.6,,,,0,5.6
4,I,38,3802,975268748,Hele landet,Vestfold og Telemark,Holmestrand,Selvik skole,49,3.4,26,0,0,50,2.4,26,0,0,50,2.6,26,0,0
3,I,38,3801,3801,Hele landet,Vestfold og Telemark,Horten,Horten,51,1.1,298,7.4,0.6,50,1,294,7.7,1.2,50,1,300,6.5,0.9
4,I,38,3801,974605708,Hele landet,Vestfold og Telemark,Horten,Fagerheim skole,55,5.5,14,0,,54,4.7,14,0,,55,5,14,0,0
4,I,38,3801,974605724,Hele landet,Vestfold og Telemark,Horten,Granly skole,50,2.3,78,9.3,,49,2,76,10.5,1.2,47,2.2,80,7,
4,I,38,3801,874605662,Hele landet,Vestfold og Telemark,Horten,Lillås skole,52,3.5,34,17.1,,54,3.2,34,17.1,,53,3.6,34,17.1,
4,I,38,3801,974605740,Hele landet,Vestfold og Telemark,Horten,Lysheim skole,49,3.8,27,,,50,3.2,26,,,51,4.2,28,,
4,I,38,3801,974605678,Hele landet,Vestfold og Telemark,Horten,Nordskogen skole,50,2.7,49,,,52,2.1,49,,,49,2.4,48,,
4,I,38,3801,974605651,Hele landet,Vestfold og Telemark,Horten,Sentrum skole,52,2.3,63,8.6,1.4,48,2,62,8.7,1.4,49,1.6,63,8.6,1.4
4,I,38,3801,974605732,Hele landet,Vestfold og Telemark,Horten,Åsgården skole,54,3,33,0,0,50,2.7,33,0,0,51,2.7,33,0,0
3,I,38,3814,3814,Hele landet,Vestfold og Telemark,Kragerø,Kragerø,51,1.9,97,12.6,,51,1.7,91,18,,47,1.9,97,12.6,
4,I,38,3814,994480197,Hele landet,Vestfold og Telemark,Kragerø,Helle skole,50,3.8,20,20,0,49,3.4,20,20,0,45,4.1,20,20,0
4,I,38,3814,975278328,Hele landet,Vestfold og Telemark,Kragerø,Kragerø skole,49,2.8,47,9.6,,51,2.6,41,21.2,,49,2.8,47,9.6,
4,I,38,3814,998250722,Hele landet,Vestfold og Telemark,Kragerø,Kragerøskjærgården montessoriskole,,,,,,,,,,,,,,,
4,I,38,3814,975278409,Hele landet,Vestfold og Telemark,Kragerø,Levangsheia oppvekstsenter Avd skole,,,,0,,,,,0,,,,,0,
4,I,38,3814,975278387,Hele landet,Vestfold og Telemark,Kragerø,Sannidal skole,50,4.3,23,,,51,3.4,23,,,44,3.9,23,,
3,I,38,3821,3821,Hele landet,Vestfold og Telemark,Kviteseid,Kviteseid,52,3.9,24,,,55,4.1,24,,,53,3.9,24,,
4,I,38,3821,975278646,Hele landet,Vestfold og Telemark,Kviteseid,Kviteseid skule,52,3.9,24,,,55,4.1,24,,,53,3.9,24,,
3,I,38,3805,3805,Hele landet,Vestfold og Telemark,Larvik,Larvik,51,0.9,506,4.9,0.4,48,0.8,510,4.7,,49,0.8,510,4.1,0.4
4,I,38,3805,974584522,Hele landet,Vestfold og Telemark,Larvik,Berg skole,50,3.7,32,,,52,3.4,32,,,49,3.2,32,,
4,I,38,3805,915619886,Hele landet,Vestfold og Telemark,Larvik,Fagerli skole,50,1.9,103,,,48,1.8,102,,,48,1.8,103,,
4,I,38,3805,974702444,Hele landet,Vestfold og Telemark,Larvik,Frøy skole,,,0,,,,,0,,,,,0,,
4,I,38,3805,974584549,Hele landet,Vestfold og Telemark,Larvik,Hedrum barneskole,53,4.3,17,0,0,52,4.5,17,0,0,55,5.4,17,0,0
4,I,38,3805,974584573,Hele landet,Vestfold og Telemark,Larvik,Hvarnes skole,,,,0,,,,,0,,,,,0,
4,I,38,3805,874584592,Hele landet,Vestfold og Telemark,Larvik,Jordet skole,56,2.9,32,,,50,3.2,32,,,51,3.3,32,,
4,I,38,3805,915225713,Hele landet,Vestfold og Telemark,Larvik,Kongshaugen Kristne grunnskole,,,,0,,,,,0,,,,,0,
4,I,38,3805,974584778,Hele landet,Vestfold og Telemark,Larvik,Kvelde skole,44,3.2,28,0,0,47,2.4,28,0,0,44,2.4,28,0,0
4,I,38,3805,974584611,Hele landet,Vestfold og Telemark,Larvik,Langestrand skole,,,,,,,,,,,,,,0,0
4,I,38,3805,975271366,Hele landet,Vestfold og Telemark,Larvik,Lardal skole,46,4.8,26,,,45,3.2,28,,,43,3.5,28,,
4,I,38,3805,913998766,Hele landet,Vestfold og Telemark,Larvik,Mesterfjellet skole,49,3,45,0,0,44,2.9,45,0,0,44,3.1,44,0,2.2
4,I,38,3805,974584646,Hele landet,Vestfold og Telemark,Larvik,Sky skole,52,2.7,48,,,49,2.3,48,,,53,2.7,48,,
4,I,38,3805,974584654,Hele landet,Vestfold og Telemark,Larvik,Stavern skole,50,3.2,38,,,46,2.1,38,,,48,2.8,39,0,0
4,I,38,3805,974584662,Hele landet,Vestfold og Telemark,Larvik,Tjodalyng skole,53,2.5,54,0,0,49,2.5,54,0,0,51,2.5,54,0,0
4,I,38,3805,982548225,Hele landet,Vestfold og Telemark,Larvik,Valby skole,50,2.7,21,,,48,3.2,23,,,51,3.8,21,,
4,I,38,3805,974584689,Hele landet,Vestfold og Telemark,Larvik,Østre Halsen skole,53,2.8,49,,,52,2.6,48,,,52,2.4,49,,
3,I,38,3817,3817,Hele landet,Vestfold og Telemark,Midt-Telemark,Midt-Telemark,49,1.9,104,8.6,1.7,49,1.8,106,6.9,1.7,50,1.7,107,7.8,
4,I,38,3817,975278492,Hele landet,Vestfold og Telemark,Midt-Telemark,Bø skule,,,,,,,,,,,,,,,
4,I,38,3817,975278530,Hele landet,Vestfold og Telemark,Midt-Telemark,Folkestad skule,45,4.2,19,0,,46,3.7,19,0,,52,2.8,19,0,
4,I,38,3817,912076512,Hele landet,Vestfold og Telemark,Midt-Telemark,Gvarv skole,,,,26.5,,,,,20.6,,,,,20.6,
4,I,38,3817,977209234,Hele landet,Vestfold og Telemark,Midt-Telemark,Sauar friskole,,,,,,,,,,,,,,,
3,I,38,3822,3822,Hele landet,Vestfold og Telemark,Nissedal,Nissedal,50,4.5,16,,,52,4.3,16,,,51,4.2,16,,
4,I,38,3822,975278719,Hele landet,Vestfold og Telemark,Nissedal,Kyrkjebygda oppvekstsenter Avdeling skule,,,,0,0,,,,0,0,,,,0,0
4,I,38,3822,975289664,Hele landet,Vestfold og Telemark,Nissedal,Tveit skule / Nissedal ungdomsskule,,,,,,,,,,,,,,,
3,I,38,3816,3816,Hele landet,Vestfold og Telemark,Nome,Nome,48,2.7,47,22.6,1.6,49,2.5,47,22.6,1.6,45,2.6,51,17.7,
4,I,38,3816,997189116,Hele landet,Vestfold og Telemark,Nome,Helgen montessoriskole,,,0,,,,,,,,,,,,
4,I,38,3816,974608642,Hele landet,Vestfold og Telemark,Nome,Holla 10-Årige skole,49,3.6,27,,,48,3.2,27,,,45,3.9,28,,
4,I,38,3816,974608650,Hele landet,Vestfold og Telemark,Nome,Lunde 10-Årige skole,47,3.9,20,31,,,,,31,3.4,,,,24.1,
3,I,38,3808,3808,Hele landet,Vestfold og Telemark,Notodden,Notodden,49,1.7,131,6.3,2.1,48,1.7,131,7,1.4,46,1.6,132,6.3,1.4
4,I,38,3808,975289222,Hele landet,Vestfold og Telemark,Notodden,Gransherad skole,,,,0,0,,,,,,,,,,
4,I,38,3808,975278220,Hele landet,Vestfold og Telemark,Notodden,Heddal barneskole,50,3.9,29,0,0,48,3.9,29,0,0,47,2.7,29,0,0
4,I,38,3808,811801402,Hele landet,Vestfold og Telemark,Notodden,Hjuksebø montessoriskole SA,,,,,,,,,,,,,,,
4,I,38,3808,876824922,Hele landet,Vestfold og Telemark,Notodden,Høgås skole,52,4.4,16,,,58,4.2,16,0,5.9,54,4.2,16,,
4,I,38,3808,911785005,Hele landet,Vestfold og Telemark,Notodden,Lisleherad montessoriskole SA,,,,,,,,,,,,,,,
4,I,38,3808,975297411,Hele landet,Vestfold og Telemark,Notodden,Sætre skole,50,3.1,34,,,48,2.7,35,,,45,2.9,35,,
4,I,38,3808,975290662,Hele landet,Vestfold og Telemark,Notodden,Tinnesmoen skole,,,,,,,,,,,,,,,
4,I,38,3808,975292800,Hele landet,Vestfold og Telemark,Notodden,Tveiten skole,45,3.6,22,,,43,3.1,22,,,43,4.7,22,,
3,I,38,3806,3806,Hele landet,Vestfold og Telemark,Porsgrunn,Porsgrunn,53,1,366,6.1,1,50,0.9,371,5.3,0.5,50,1,375,4.3,0.5
4,I,38,3806,998797268,Hele landet,Vestfold og Telemark,Porsgrunn,Bergsbygda montessoriskole,,,,0,0,49,4.8,10,0,,,,,0,0
4,I,38,3806,975277860,Hele landet,Vestfold og Telemark,Porsgrunn,Borge skole,54,3.2,41,,,52,3.1,40,,,51,2.9,41,,
4,I,38,3806,975299635,Hele landet,Vestfold og Telemark,Porsgrunn,Brattås skole,51,4.2,22,0,0,50,3.5,22,0,0,46,3.5,22,0,0
4,I,38,3806,975277879,Hele landet,Vestfold og Telemark,Porsgrunn,Brevik oppvekstsenter Avd skole,49,4.4,18,0,0,,,,0,0,,,,0,0
4,I,38,3806,975277887,Hele landet,Vestfold og Telemark,Porsgrunn,Grønli skole,54,3,49,,,52,2.9,53,,,51,2.9,52,,
4,I,38,3806,975277895,Hele landet,Vestfold og Telemark,Porsgrunn,Heistadskolene Avd Barn,54,2.8,41,,,53,2.7,40,,,52,3,42,,
4,I,38,3806,975277909,Hele landet,Vestfold og Telemark,Porsgrunn,Klevstrand skole,54,4.2,25,,,50,3.9,25,,,53,3.8,25,,
4,I,38,3806,975277917,Hele landet,Vestfold og Telemark,Porsgrunn,Langangen skole,,,,,,,,,0,0,,,,0,0
4,I,38,3806,975277925,Hele landet,Vestfold og Telemark,Porsgrunn,Myrene skole,,,,,,,,,,,,,,,
4,I,38,3806,995199394,Hele landet,Vestfold og Telemark,Porsgrunn,Sandøya montessoriskole,,,,0,0,,,,0,,,,,0,0
4,I,38,3806,986171487,Hele landet,Vestfold og Telemark,Porsgrunn,Stiftelsen International School Telemark,,,,,,,,,,,,,,,
4,I,38,3806,975292789,Hele landet,Vestfold og Telemark,Porsgrunn,Stridsklev skole,54,2.9,44,,,48,3,47,,,49,3.1,47,,
4,I,38,3806,875277952,Hele landet,Vestfold og Telemark,Porsgrunn,Tveten skole,50,3.2,28,,,49,3.2,28,,,50,4.1,28,,
4,I,38,3806,975277976,Hele landet,Vestfold og Telemark,Porsgrunn,Vestsiden skole,49,2.5,40,,,48,2.2,41,,,46,2.8,41,,
3,I,38,3804,3804,Hele landet,Vestfold og Telemark,Sandefjord,Sandefjord,52,0.7,717,4.7,0.8,51,0.7,710,5.5,0.8,52,0.7,715,4.6,1.2
4,I,38,3804,875271032,Hele landet,Vestfold og Telemark,Sandefjord,Andebu skole,51,3.1,44,,,51,2.9,43,,,51,2.8,44,,
4,I,38,3804,975271080,Hele landet,Vestfold og Telemark,Sandefjord,Bokemoa skole,49,2.6,56,0,0,56,1.8,56,0,0,51,2.1,56,0,0
4,I,38,3804,973758837,Hele landet,Vestfold og Telemark,Sandefjord,Byskolen,53,3.2,40,20,,47,2.9,38,24,0,51,2.4,41,16,2
4,I,38,3804,974594250,Hele landet,Vestfold og Telemark,Sandefjord,Fevang skole,51,4.5,22,,,53,4.3,22,,,53,3.3,23,,
4,I,38,3804,974594269,Hele landet,Vestfold og Telemark,Sandefjord,Framnes skole,53,3.3,30,0,0,51,3.5,30,0,0,53,3.3,30,0,0
4,I,38,3804,974594277,Hele landet,Vestfold og Telemark,Sandefjord,Gokstad skole,54,2.6,49,0,2,51,2.8,49,0,2,51,2.7,49,0,2
4,I,38,3804,974594285,Hele landet,Vestfold og Telemark,Sandefjord,Haukerød skole,53,2.4,46,0,6.1,51,2.3,45,,,52,2.8,44,,
4,I,38,3804,974594293,Hele landet,Vestfold og Telemark,Sandefjord,Helgerød skole,49,4.6,19,,,51,4.8,20,0,0,50,5.4,19,,
4,I,38,3804,975271021,Hele landet,Vestfold og Telemark,Sandefjord,Høyjord skole,51,4.6,15,,,50,4,15,,,57,3.5,15,,
4,I,38,3804,975271048,Hele landet,Vestfold og Telemark,Sandefjord,Kodal skole,50,2.9,22,,,49,1.8,22,,,53,2.4,22,,
4,I,38,3804,974594307,Hele landet,Vestfold og Telemark,Sandefjord,Krokemoa skole,50,2.9,47,,,49,2.8,47,,,48,2.7,47,,
4,I,38,3804,975271072,Hele landet,Vestfold og Telemark,Sandefjord,Melsom skole,53,3.1,36,0,0,53,2.6,36,0,0,52,3.3,37,0,0
4,I,38,3804,973915878,Hele landet,Vestfold og Telemark,Sandefjord,Moe skole,,,,0,0,,,,0,0,,,,0,0
4,I,38,3804,976207173,Hele landet,Vestfold og Telemark,Sandefjord,Mokollen skole,,,,0,0,,,,0,0,,,,0,25
4,I,38,3804,974594315,Hele landet,Vestfold og Telemark,Sandefjord,Mosserød skole,50,3.1,44,0,0,51,3,44,0,0,53,3.2,44,0,0
4,I,38,3804,974594323,Hele landet,Vestfold og Telemark,Sandefjord,Ormestad skole,54,4.4,18,,,53,3.3,18,,,50,2.7,18,,
4,I,38,3804,974594331,Hele landet,Vestfold og Telemark,Sandefjord,Sande skole,51,3.3,37,0,0,51,2.7,35,,,53,2.7,36,,
4,I,38,3804,998666783,Hele landet,Vestfold og Telemark,Sandefjord,Signo Grunn- og videregående skole AS,,,0,,,,,0,,,,,0,,
4,I,38,3804,973488783,Hele landet,Vestfold og Telemark,Sandefjord,Skagerak International School,62,2.8,18,,,47,3.3,16,,,51,3.9,18,,
4,I,38,3804,874594342,Hele landet,Vestfold og Telemark,Sandefjord,Store Bergan skole,50,2.9,56,,,51,2.4,56,,,53,2.5,56,,
4,I,38,3804,974594358,Hele landet,Vestfold og Telemark,Sandefjord,Unneberg skole,59,5.5,15,0,,54,4.9,15,0,,56,5,15,0,
4,I,38,3804,975271099,Hele landet,Vestfold og Telemark,Sandefjord,Vennerød skole,48,3.5,29,0,0,47,3,29,0,0,48,2.7,29,0,0
4,I,38,3804,974594366,Hele landet,Vestfold og Telemark,Sandefjord,Vesterøy skole,50,3.7,21,0,0,53,2.9,21,0,0,53,3.2,21,0,0
4,I,38,3804,974594374,Hele landet,Vestfold og Telemark,Sandefjord,Virik skole,53,3.1,40,,,54,3.1,40,,,54,2.7,39,,
3,I,38,3820,3820,Hele landet,Vestfold og Telemark,Seljord,Seljord,46,2.8,30,,,50,2.7,34,12.5,2.5,47,2.9,36,,
4,I,38,3820,875278622,Hele landet,Vestfold og Telemark,Seljord,Flatdal oppvekstsenter Skole 1-7,,,,,,,,,,,,,,,
4,I,38,3820,975320499,Hele landet,Vestfold og Telemark,Seljord,Seljord barne- og ungdomsskule Skole 1-10,,,,,,,,,,,,,,,
3,I,38,3812,3812,Hele landet,Vestfold og Telemark,Siljan,Siljan,47,3,26,,,46,2.4,28,,,46,3.2,28,,
4,I,38,3812,975278247,Hele landet,Vestfold og Telemark,Siljan,Midtbygda skole,47,3,26,,,46,2.4,28,,,46,3.2,28,,
3,I,38,3807,3807,Hele landet,Vestfold og Telemark,Skien,Skien,51,0.8,599,5.5,0.5,50,0.7,592,6.6,0.5,51,0.7,608,4.2,0.3
4,I,38,3807,975278026,Hele landet,Vestfold og Telemark,Skien,Bratsbergkleiva skole,53,3.2,43,,,52,2.7,43,,,51,2.8,45,,
4,I,38,3807,975278034,Hele landet,Vestfold og Telemark,Skien,Buer skole,51,2.6,40,0,2.4,48,2.2,39,,,53,2.3,41,0,0
4,I,38,3807,975278042,Hele landet,Vestfold og Telemark,Skien,Bølehøgda skole,54,3.9,26,0,0,54,3.6,26,0,0,52,3.7,26,0,0
4,I,38,3807,975278077,Hele landet,Vestfold og Telemark,Skien,Gjerpen barneskole,49,2.7,51,8.9,,51,2.2,51,8.9,,49,2.3,54,,
4,I,38,3807,897457962,Hele landet,Vestfold og Telemark,Skien,Grenland Kristne skole,,,,0,0,,,,0,0,,,,0,0
4,I,38,3807,994967541,Hele landet,Vestfold og Telemark,Skien,Kilebygda montessoriskole SA,,,,0,0,,,,0,0,,,,0,0
4,I,38,3807,975278093,Hele landet,Vestfold og Telemark,Skien,Kjørbekkhøgda skole,55,2.7,43,,,55,3.7,41,10.6,2.1,54,2.6,45,,
4,I,38,3807,975278115,Hele landet,Vestfold og Telemark,Skien,Klyve skole,51,2.3,64,7.2,,46,1.9,64,7.2,,47,2.2,65,,
4,I,38,3807,875298682,Hele landet,Vestfold og Telemark,Skien,Kollmyr skole,52,2.8,43,,,51,3,43,,,53,2.9,42,,
4,I,38,3807,975278123,Hele landet,Vestfold og Telemark,Skien,Lunde barneskole,50,2.1,59,7.8,,49,2.4,57,10.9,,49,2.4,60,,
4,I,38,3807,975278182,Hele landet,Vestfold og Telemark,Skien,Moflata skole,51,2.5,55,,,51,2.3,55,,,51,2.9,55,,
4,I,38,3807,971427418,Hele landet,Vestfold og Telemark,Skien,Skauen Kristelige skole,46,3.5,17,,,51,4.9,17,,,51,4.8,17,,
4,I,38,3807,979719825,Hele landet,Vestfold og Telemark,Skien,Skien kommune Spesialpedagogiske Tjenester,,,0,,,,,0,,,,,0,,
4,I,38,3807,975278131,Hele landet,Vestfold og Telemark,Skien,Skotfoss oppvekstsenter Avd skole,49,3.6,25,0,0,49,2.7,23,,,51,2.8,25,0,0
4,I,38,3807,975295850,Hele landet,Vestfold og Telemark,Skien,Stigeråsen skole,52,3.5,39,0,0,51,2.9,39,0,0,54,3.2,39,0,0
4,I,38,3807,975278174,Hele landet,Vestfold og Telemark,Skien,Venstøp skole,51,2.9,41,0,2.4,53,2.7,41,0,2.4,52,2.8,41,0,2.4
4,I,38,3807,975297497,Hele landet,Vestfold og Telemark,Skien,Åfoss skole,47,2.6,44,,,49,2.4,44,,,50,2.6,44,,
3,I,38,3818,3818,Hele landet,Vestfold og Telemark,Tinn,Tinn,45,2.1,51,,,46,2.1,50,9.1,,45,2.4,51,,
4,I,38,3818,974548410,Hele landet,Vestfold og Telemark,Tinn,Atrå barne- og ungdomsskole,,,,,,,,,,,,,,,
4,I,38,3818,973801317,Hele landet,Vestfold og Telemark,Tinn,Rjukan barneskole,,,,,,,,,,,,,,,
4,I,38,3818,995296713,Hele landet,Vestfold og Telemark,Tinn,Tinn montessoriskole SA,,,,,,,,,,,,,,,
3,I,38,3824,3824,Hele landet,Vestfold og Telemark,Tokke,Tokke,47,4,20,,,47,5,17,,,44,3.5,22,0,0
4,I,38,3824,974633302,Hele landet,Vestfold og Telemark,Tokke,Høydalsmo skule,,,,0,0,,,,0,0,,,,0,0
4,I,38,3824,974633345,Hele landet,Vestfold og Telemark,Tokke,Tokke skule,,,,,,,,,,,,,,0,0
3,I,38,3803,3803,Hele landet,Vestfold og Telemark,Tønsberg,Tønsberg,50,0.8,622,4.5,1.2,49,0.7,628,4.1,0.6,49,0.7,630,3.6,0.8
4,I,38,3803,875271172,Hele landet,Vestfold og Telemark,Tønsberg,Barkåker skole,49,3.1,31,,,45,2.7,31,,,46,3.5,31,,
4,I,38,3803,973915886,Hele landet,Vestfold og Telemark,Tønsberg,Bjerkely skole,,,,,,,,,,,46,6.8,10,0,0
4,I,38,3803,975268683,Hele landet,Vestfold og Telemark,Tønsberg,Byskogen Kombinerte skole,52,2.9,40,,,49,2.9,40,,,47,3.1,40,,
4,I,38,3803,975271196,Hele landet,Vestfold og Telemark,Tønsberg,Eik skole,50,2.6,59,,,50,2.2,59,,,49,2.3,60,0,0
4,I,38,3803,975828867,Hele landet,Vestfold og Telemark,Tønsberg,Elihu Kristne grunnskole,,,,0,0,,,,0,0,,,,0,0
4,I,38,3803,973915908,Hele landet,Vestfold og Telemark,Tønsberg,Granly skole,,,,,,,,,0,,,,,,
4,I,38,3803,875271202,Hele landet,Vestfold og Telemark,Tønsberg,Husvik skole,52,2.2,55,,,51,2.3,58,,,52,2.3,56,,
4,I,38,3803,975270971,Hele landet,Vestfold og Telemark,Tønsberg,Kirkevoll skole,49,3.7,38,,,51,3.1,39,,,49,3,38,,
4,I,38,3803,975271161,Hele landet,Vestfold og Telemark,Tønsberg,Presterød skole,47,2,52,,,48,2.1,52,,,48,2.3,53,,
4,I,38,3803,975271005,Hele landet,Vestfold og Telemark,Tønsberg,Ramnes skole,46,3.1,18,0,0,49,3.6,18,0,0,47,3.2,18,0,0
