"";"formaal";"reisetid";"reisemiddel";"ind";"NR";"dato";"arbeidsplass";"student";"fastoppmoete";"hjemmekontor";"arbeidstid";"yrke";"kjoenn";"alder";"alderskategori";"barn";"voksne";"totmedlem";"husholdning";"Kommunenavn";"fylke";"day";"hverdag";"antall_reiser";"tottid";"tellekategori";"annerledes_janei";"mindrekollektiv";"annettidspunkt";"mer_bil";"mer_sykkelgange";"monthyear";"tidskategori";"ID";"car_driver_boo"
"78";"Freetime activities";25;"Car, driver";"delreise 1.1";10071917;"2020-10-25";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Male";50;"45 - 54";3;3;6;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";2;50;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10071917;1
"79";"Undirected round trips";15;"Car, passenger";"delreise 1.1";10072102;"2020-10-25";"Office job, research, administration";"Not student";NA;"Work from home";"Standard Business Day";"Full-time";"Female";42;"35 - 44";3;3;6;"Couple w/ children 0-17 y/o";"BERGEN";"VESTLAND";"Sun";"Weekend";1;30;"1-2 trips";"Ja";1;0;1;0;"Oct'20";"10 - 15 min";10072102;0
"80";"Other";15;"Car, driver";"delreise 1.1";10072875;"2020-10-25";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";64;"55 - 66";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Sun";"Weekend";5;220;"5-6 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10072875;1
"81";"Pick up/drop off trip";15;"Car, driver";"delreise 1.1";10076144;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";42;"35 - 44";1;3;4;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";1;15;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10076144;1
"82";"School/university";8;"Public transportation";"delreise 1.1";10078629;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";21;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;16;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10078629;0
"83";"School/university";25;"Public transportation";"delreise 1.1";10078761;"2020-10-26";"Healthcare";"Not student";NA;NA;"Shift work, rotating shifts";"Part-time";"Female";26;"25 - 34";1;4;5;"Couple w/ children 0-17 y/o";"OERLAND";"TROENDELAG";"Mon";"Weekday";2;115;"1-2 trips";"Ja";1;0;1;1;"Oct'20";"15 - 30 min";10078761;0
"84";"To/from workplace";15;"By foot";"delreise 1.1";10079377;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Male";30;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";5;38;"5-6 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10079377;0
"85";"To/from workplace";5;"Pedal bike";"delreise 1.1";10079941;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Male";56;"55 - 66";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";2;11;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"< 5 min";10079941;0
"86";"To/from workplace";25;"Electrical bike";"delreise 1.1";10080002;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Male";66;"55 - 66";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;70;"3-4 trips";"Ja";1;1;1;1;"Oct'20";"15 - 30 min";10080002;0
"87";"To/from workplace";10;"Pedal bike";"delreise 1.1";10080057;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";45;"45 - 54";3;3;6;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;32;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10080057;0
"88";"To/from workplace";10;"By foot";"delreise 1.1";10081368;"2020-10-26";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;5;5;"Several adults";"LILLESTROEM";"VIKEN";"Mon";"Weekday";2;20;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10081368;0
"89";"To/from workplace";16;"Public transportation";"delreise 1.1";10082792;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";24;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;45;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10082792;0
"90";"School/university";5;"Pedal bike";"delreise 1.1";10083066;"2020-10-26";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;54;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"< 5 min";10083066;0
"91";"School/university";10;"By foot";"delreise 1.1";10120154;"2020-10-26";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";3;4;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";3;35;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10120154;0
"92";"To/from workplace";17;"Public transportation";"delreise 1.1";10132411;"2020-10-26";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";1;2;3;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Mon";"Weekday";4;64;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10132411;0
"93";"To/from workplace";20;"Public transportation";"delreise 1.1";10135368;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";54;"45 - 54";1;2;3;"Couple w/ children 0-17 y/o";"BERGEN";"VESTLAND";"Mon";"Weekday";4;48;"3-4 trips";"Ja";1;0;0;0;"Oct'20";"15 - 30 min";10135368;0
"94";"To/from workplace";17;"Car, driver";"delreise 1.1";10135750;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Male";62;"55 - 66";1;2;3;"Couple w/ children 0-17 y/o";"MALVIK";"TROENDELAG";"Mon";"Weekday";3;35;"3-4 trips";"Ja";0;0;0;0;"Oct'20";"15 - 30 min";10135750;1
"95";"To/from workplace";55;"Electrical bike";"delreise 1.1";10140876;"2020-10-26";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";53;"45 - 54";0;3;3;"Several adults";"ASKER";"VIKEN";"Mon";"Weekday";3;140;"3-4 trips";"Ja";0;0;0;0;"Oct'20";"30 - 60 min";10140876;0
"96";"School/university";20;"By foot";"delreise 1.1";10141943;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";26;"25 - 34";1;2;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;90;"3-4 trips";"Ja";1;0;0;1;"Oct'20";"15 - 30 min";10141943;0
"97";"School/university";10;"Public transportation";"delreise 1.1";10145400;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";2;3;5;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;40;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10145400;0
"98";"Shopping/grocery/service";10;"Pedal bike";"delreise 1.1";10145955;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";26;"25 - 34";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;43;"5-6 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10145955;0
"99";"Other";15;"Electrical bike";"delreise 1.1";10146632;"2020-10-27";NA;"Not student";NA;NA;NA;"Care work, unemployment";"Female";34;"25 - 34";2;2;4;"Couple w/ children 0-17 y/o";NA;NA;"Tue";"Weekday";6;67;"5-6 trips";"Ja";0;0;0;0;"Oct'20";"10 - 15 min";10146632;0
"100";"School/university";12;"Public transportation";"delreise 1.1";10147484;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;1;1;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;62;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10147484;0
"101";"School/university";15;"Public transportation";"delreise 1.1";10150215;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;22;"1-2 trips";"Ja";1;0;0;0;"Oct'20";"10 - 15 min";10150215;0
"102";"To/from workplace";17;"Pedal bike";"delreise 1.1";10151258;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";24;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;69;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10151258;0
"103";"School/university";20;"By foot";"delreise 1.1";10152005;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";20;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;45;"1-2 trips";"Ja";1;0;0;0;"Oct'20";"15 - 30 min";10152005;0
"104";"Shopping/grocery/service";15;"By foot";"delreise 1.1";10152697;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";32;"25 - 34";0;2;2;"Couple w/o children";NA;NA;"Tue";"Weekday";2;135;"1-2 trips";"Ja";0;0;0;0;"Oct'20";"10 - 15 min";10152697;0
"105";"School/university";10;"Public transportation";"delreise 1.1";10154459;"2020-10-27";"Restaurant, stores, taxi, goods delivery";"Not student";NA;NA;"Standard Business Day";"Part-time";"Female";21;"18 - 24";0;5;5;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;40;"3-4 trips";"Ja";0;0;0;0;"Oct'20";"5 - 10 min";10154459;0
"106";"School/university";20;"By foot";"delreise 1.1";10154928;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";24;"18 - 24";0;3;3;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;75;"5-6 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10154928;0
"107";"Shopping/grocery/service";15;"Public transportation";"delreise 1.1";10155508;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;35;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10155508;0
"108";"School/university";15;"Public transportation";"delreise 1.1";10156024;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;7;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;42;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10156024;0
"109";"School/university";10;"Pedal bike";"delreise 1.1";10156179;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;4;4;"Several adults";"SARPSBORG";"VIKEN";"Tue";"Weekday";2;19;"1-2 trips";"Ja";1;0;0;1;"Oct'20";"5 - 10 min";10156179;0
"110";"Freetime activities";15;"Public transportation";"delreise 1.1";10156397;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";26;"25 - 34";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;35;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10156397;0
"111";"Freetime activities";50;"Public transportation";"delreise 1.1";10157058;"2020-10-27";"Office job, research, administration";"Not student";NA;"Work from home";"Flextime";"Full-time";"Female";32;"25 - 34";0;1;1;"Single w/o children";"OSLO";"OSLO";"Tue";"Weekday";2;70;"1-2 trips";"Ja";1;0;1;1;"Oct'20";"30 - 60 min";10157058;0
"112";"To/from workplace";20;"Public transportation";"delreise 1.1";10157113;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";31;"25 - 34";0;1;1;"Single w/o children";"OSLO";"OSLO";"Tue";"Weekday";3;42;"3-4 trips";"Ja";0;1;0;0;"Oct'20";"15 - 30 min";10157113;0
"113";"Freetime activities";5;"By foot";"delreise 1.1";10157120;"2020-10-27";"Office job, research, administration";"Not student";NA;"Work from home";"Flextime";"Full-time";"Male";32;"25 - 34";0;2;2;"Couple w/o children";"OSLO";"OSLO";"Tue";"Weekday";3;11;"3-4 trips";"Ja";0;0;0;0;"Oct'20";"< 5 min";10157120;0
"114";"To/from workplace";10;"Pedal bike";"delreise 1.1";10157146;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";36;"35 - 44";2;3;5;"Couple w/ children 0-17 y/o";NA;NA;"Tue";"Weekday";3;23;"3-4 trips";"Ja";1;0;0;1;"Oct'20";"5 - 10 min";10157146;0
"115";"Shopping/grocery/service";15;"Car, driver";"delreise 1.1";10157229;"2020-10-27";"Office job, research, administration";"Not student";NA;"Work from home";"Flextime";"Full-time";"Female";33;"25 - 34";0;1;1;"Single w/o children";"OSLO";"OSLO";"Tue";"Weekday";6;54;"5-6 trips";"Ja";0;0;1;0;"Oct'20";"10 - 15 min";10157229;1
"116";"Pick up/drop off trip";4;"Car, driver";"delreise 1.1";10157235;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";29;"25 - 34";1;2;3;"Couple w/ children 0-17 y/o";"NORDRE FOLLO";"VIKEN";"Tue";"Weekday";3;74;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"< 5 min";10157235;1
"117";"To/from workplace";15;"Public transportation";"delreise 1.1";10157267;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";43;"35 - 44";2;2;4;"Couple w/ children 0-17 y/o";"OSLO";"OSLO";"Tue";"Weekday";2;30;"1-2 trips";"Ja";0;1;0;0;"Oct'20";"10 - 15 min";10157267;0
"118";"To/from workplace";20;"Pedal bike";"delreise 1.1";10157290;"2020-10-27";"Office job, research, administration";"Not student";NA;"Work from home";"Flextime";"Full-time";"Male";34;"25 - 34";3;3;6;"Couple w/ children 0-17 y/o";"BOERUM";"VIKEN";"Tue";"Weekday";4;50;"3-4 trips";"Ja";1;0;1;1;"Oct'20";"15 - 30 min";10157290;0
"119";"To/from workplace";10;"Car, driver";"delreise 1.1";10157464;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";47;"45 - 54";0;3;3;"Several adults";"RINGERIKE";"VIKEN";"Tue";"Weekday";2;20;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10157464;1
"120";"Shopping/grocery/service";3;"By foot";"delreise 1.1";10157511;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";32;"25 - 34";0;2;2;"Couple w/o children";"OSLO";"OSLO";"Tue";"Weekday";6;40;"5-6 trips";"Nei";0;0;0;0;"Oct'20";"< 5 min";10157511;0
"121";"Freetime activities";10;"Car, driver";"delreise 1.1";10157672;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";39;"35 - 44";2;3;5;"Couple w/ children 0-17 y/o";"NORDRE FOLLO";"VIKEN";"Tue";"Weekday";2;20;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10157672;1
"122";"To/from workplace";15;"Car, passenger";"delreise 1.1";10157682;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";31;"25 - 34";1;2;3;"Couple w/ children 0-17 y/o";"SOGNDAL";"VESTLAND";"Tue";"Weekday";4;38;"3-4 trips";"Ja";0;0;1;1;"Oct'20";"10 - 15 min";10157682;0
"123";"School/university";50;"By foot";"delreise 1.1";10158439;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";24;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;130;"3-4 trips";"Ja";1;0;0;0;"Oct'20";"30 - 60 min";10158439;0
"124";"Business trip / temporary accomodation";5;"Car, driver";"delreise 1.1";10158675;"2020-10-27";"Office job, research, administration";"Not student";NA;"Work from home";"Flextime";"Full-time";"Female";26;"25 - 34";0;1;1;"Single w/o children";"OSLO";"OSLO";"Tue";"Weekday";2;35;"1-2 trips";"Ja";1;0;1;0;"Oct'20";"< 5 min";10158675;1
"125";"Pick up/drop off trip";45;"Car, driver";"delreise 1.1";10159249;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";45;"45 - 54";2;1;3;"Single w/ children 0-17 y/o";"SANDEFJORD";"VESTFOLD OG TELEMARK";"Tue";"Weekday";6;110;"5-6 trips";"Nei";0;0;0;0;"Oct'20";"30 - 60 min";10159249;1
"126";"School/university";15;"By foot";"delreise 1.1";10159351;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";20;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;46;"5-6 trips";"Ja";1;0;0;1;"Oct'20";"10 - 15 min";10159351;0
"127";"Freetime activities";8;"Public transportation";"delreise 1.1";10159410;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";3;4;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;34;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10159410;0
"128";"To/from workplace";17;"Public transportation";"delreise 1.1";10159829;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";38;"35 - 44";3;2;5;"Couple w/ children 0-17 y/o";"OSLO";"OSLO";"Tue";"Weekday";5;62;"5-6 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10159829;0
"129";"Pick up/drop off trip";45;"By foot";"delreise 1.1";10160047;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Female";34;"25 - 34";0;2;2;"Couple w/o children";"OSLO";"OSLO";"Tue";"Weekday";2;75;"1-2 trips";"Ja";1;0;0;0;"Oct'20";"30 - 60 min";10160047;0
"130";"To/from workplace";25;"Car, driver";"delreise 1.1";10160259;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Part-time";"Male";73;"67 - 74";0;2;2;"Couple w/o children";"OSLO";"OSLO";"Tue";"Weekday";4;100;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10160259;1
"131";"To/from workplace";15;"Car, passenger";"delreise 1.1";10161047;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";56;"55 - 66";0;2;2;"Couple w/o children";"OSLO";"OSLO";"Tue";"Weekday";2;30;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10161047;0
"132";"To/from workplace";25;"Public transportation";"delreise 1.1";10161317;"2020-10-27";"Restaurant, stores, taxi, goods delivery";"Not student";NA;NA;"Standard Business Day";"Full-time";"Female";24;"18 - 24";0;2;2;"Several adults";"OSLO";"OSLO";"Tue";"Weekday";3;55;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10161317;0
"133";"To/from workplace";15;"By foot";"delreise 1.1";10162003;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Standard Business Day";"Full-time";"Male";29;"25 - 34";1;2;3;"Couple w/ children 0-17 y/o";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;38;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"10 - 15 min";10162003;0
"134";"School/university";2;"Public transportation";"delreise 1.1";10162069;"2020-10-28";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";4;24;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"< 5 min";10162069;0
"135";"School/university";15;"Public transportation";"delreise 1.1";10162136;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";19;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";4;55;"3-4 trips";"Ja";0;0;0;0;"Oct'20";"10 - 15 min";10162136;0
"136";"School/university";5;"By foot";"delreise 1.1";10162143;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";20;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;12;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"< 5 min";10162143;0
"137";"School/university";30;"Public transportation";"delreise 1.1";10162250;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";22;"18 - 24";0;2;2;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";3;73;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"15 - 30 min";10162250;0
"138";"School/university";10;"Public transportation";"delreise 1.1";10162721;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";28;"25 - 34";0;1;1;"Single w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;20;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10162721;0
"139";"To/from workplace";13;"Car, driver";"delreise 1.1";10162805;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";23;"18 - 24";0;2;2;"Several adults";NA;NA;"Tue";"Weekday";2;26;"1-2 trips";"Ja";1;0;1;0;"Oct'20";"10 - 15 min";10162805;1
"140";"Freetime activities";10;"Car, driver";"delreise 1.1";10162954;"2020-10-27";NA;"Not student";NA;NA;NA;"Pensioner";"Female";74;"67 - 74";0;2;2;"Couple w/o children";"BOERUM";"VIKEN";"Tue";"Weekday";2;20;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10162954;1
"141";"School/university";8;"Pedal bike";"delreise 1.1";10163096;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Female";21;"18 - 24";0;4;4;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;28;"1-2 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10163096;0
"142";"School/university";7;"Pedal bike";"delreise 1.1";10163296;"2020-10-28";NA;"Student";NA;NA;NA;"Student, higher education";"Female";25;"25 - 34";2;3;5;"Several adults";"TRONDHEIM";"TROENDELAG";"Wed";"Weekday";3;22;"3-4 trips";"Nei";0;0;0;0;"Oct'20";"5 - 10 min";10163296;0
"143";"To/from workplace";30;"Public transportation";"delreise 1.1";10163413;"2020-10-27";"Office job, research, administration";"Not student";NA;NA;"Flextime";"Full-time";"Male";29;"25 - 34";0;2;2;"Couple w/o children";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";2;60;"1-2 trips";"Ja";0;0;0;0;"Oct'20";"15 - 30 min";10163413;0
"144";"Shopping/grocery/service";20;"By foot";"delreise 1.1";10163732;"2020-10-27";NA;"Student";NA;NA;NA;"Student, higher education";"Male";23;"18 - 24";3;4;7;"Several adults";"TRONDHEIM";"TROENDELAG";"Tue";"Weekday";5;64;"5-6 trips";"Ja";1;0;0;1;"Oct'20";"15 - 30 min";10163732;0
